n_obs,n_clusters,density_std_coef,density_std_se,density_std_pval,diversity_std_coef,diversity_std_se,diversity_std_pval,density_x_2023_coef,density_x_2023_se,density_x_2023_pval,density_x_2024_coef,density_x_2024_se,density_x_2024_pval,diversity_x_2023_coef,diversity_x_2023_se,diversity_x_2023_pval,diversity_x_2024_coef,diversity_x_2024_se,diversity_x_2024_pval,log_ego_size_coef,log_ego_size_se,log_ego_size_pval,log_experience_coef,log_experience_se,log_experience_pval,year_2023_coef,year_2023_se,year_2023_pval,year_2024_coef,year_2024_se,year_2024_pval,model
901,558,-0.23254846967945947,0.16411507219363136,0.15648753734868343,0.14364352309875636,0.22140250912756598,0.5164747374632772,-0.17964975234165292,0.2437816292628418,0.4611655271499031,-0.1574839108725496,0.22771016512898332,0.4891897736353896,0.35198922782576353,0.29147153494560013,0.22719032986567733,0.2819592543566767,0.3155131846046794,0.3715076637994966,-0.5893893168261172,0.16631274153685022,0.00039431237056170135,0.2597007830317439,0.1473233146955892,0.07793509335392071,-0.07568256675567321,0.2170746154059542,0.7273538078673751,0.24418138541838338,0.24292777648038777,0.3148196111954842,9a_year_interactions
