n_obs,n_clusters,diversity_std_coef,diversity_std_se,diversity_std_pval,pct_international_std_coef,pct_international_std_se,pct_international_std_pval,diversity_x_intl_coef,diversity_x_intl_se,diversity_x_intl_pval,density_std_coef,density_std_se,density_std_pval,log_ego_size_coef,log_ego_size_se,log_ego_size_pval,log_experience_coef,log_experience_se,log_experience_pval,year_2023_coef,year_2023_se,year_2023_pval,year_2024_coef,year_2024_se,year_2024_pval,model,focal_is_african_coef,focal_is_african_se,focal_is_african_pval,density_x_african_coef,density_x_african_se,density_x_african_pval,density_x_egosize_coef,density_x_egosize_se,density_x_egosize_pval
901,558,0.3439520787178657,0.15882457231591587,0.030341003191007368,0.008079851013171954,0.12262595556756316,0.9474652281208643,0.05168544892263306,0.10999414607393954,0.638431662905822,-0.3218465303342242,0.14407782761378246,0.025493732376848748,-0.5680018309645156,0.17113908487632826,0.0009035705054373525,0.2663113233307185,0.14502730992479604,0.06631567041260675,0.06613365355000769,0.1918216404262632,0.7302700061838685,0.3488015378103483,0.20099873467480495,0.08268025410226665,8a_diversity_x_intl,,,,,,,,,
901,558,0.32585111858525045,0.1430887662383648,0.022770372572009995,,,,,,,-0.40053229261594864,0.16029330765118582,0.012463353732580519,-0.546460970149269,0.16816051045472058,0.0011555155036472122,0.26841008351352386,0.14386237466062887,0.06207746183158813,0.05310114252374639,0.19130843905678738,0.7813438320943454,0.34795123052596405,0.20125441710819772,0.08382479824140503,8b_density_x_african,0.1534946451274559,0.20507154079838444,0.4541627506585144,0.28542974594330206,0.19049277068792556,0.13403565622285224,,,
901,558,0.34723641688653756,0.14611652072529707,0.017480840028965584,,,,,,,-0.19273733234419088,0.28272109588734845,0.4954144372573078,-0.6133884430155625,0.20626974461200384,0.0029421351491945237,0.2191304763074001,0.17147290910224397,0.20127390017545088,0.06521464920719816,0.19078951999376245,0.7324903988050162,0.3496322809398351,0.2007888502550648,0.0816321789184696,8c_density_x_egosize,,,,,,,-0.07945893645924808,0.15208560698691057,0.6013487614510631
