n_obs,n_clusters,density_std_coef,density_std_se,density_std_pval,density_std_sq_coef,density_std_sq_se,density_std_sq_pval,diversity_std_coef,diversity_std_se,diversity_std_pval,log_ego_size_coef,log_ego_size_se,log_ego_size_pval,log_experience_coef,log_experience_se,log_experience_pval,year_2023_coef,year_2023_se,year_2023_pval,year_2024_coef,year_2024_se,year_2024_pval,model,density_medium_coef,density_medium_se,density_medium_pval,density_high_coef,density_high_se,density_high_pval
901,558,-0.3138726293707832,0.16145137400965423,0.0518871173956467,-0.02600018278412154,0.14887094658079777,0.8613553338412133,0.3319257731706191,0.1473138493735112,0.024247308175572618,-0.5622081404528171,0.16597709670103733,0.0007059358384744431,0.2751979145561394,0.15273514489054738,0.07157715547005979,0.06699240354504764,0.19055789413931884,0.7251687783932775,0.34768550637608087,0.20097732306290125,0.08363495362177985,7a_quadratic,,,,,,
901,558,,,,,,,0.3177599818879845,0.14699343781673752,0.030639068565337543,-0.5680620633536849,0.16671976652677956,0.0006561213950218698,0.2931765291379193,0.1499685045951164,0.05059243470526048,0.07367790770758002,0.1911632935460957,0.6999272315950642,0.347364635903658,0.20054519928271206,0.08325549625518211,7b_terciles,-0.14626421736723835,0.2689429077481634,0.5865456785222802,-0.79737346164243,0.36424992735151057,0.028590780385385494
